1.6592,-0.34801,0.22116,0.15968,0.2603,-0.13426,-0.14372,0.1156,-0.038893,0.49352,-0.52962,0.82107,1.0751,-0.70849,-0.0083642,0.0012604,1
0.38239,-0.7482,0.14049,0.34854,-0.095343,-0.62398,-0.33815,-0.47824,0.25626,0.14631,-0.45871,0.8689,-0.22012,-1.1327,-0.0043381,-0.0036062,1
-3.4386,1.9381,2.8651,-0.83061,-0.76492,1.3508,-0.63529,0.65935,0.13432,1.553,-2.0643,0.061704,0.65035,0.18472,-0.00066046,0.011076,3
0.60372,0.54216,-0.92808,-0.17061,-0.42218,0.15919,0.096038,-0.0090439,-2.4134,-1.4989,-0.34742,-0.47957,0.8508,-0.17694,-0.0038478,-0.0068047,1
0.34166,0.18348,-0.17468,0.081293,-0.36568,0.36024,0.0085057,-0.31622,-1.5512,-1.4777,-0.40812,-1.0024,0.3286,-0.66291,-0.0038252,0.0012474,1
0.016377,0.85482,-0.041607,0.0014279,-0.33428,0.022165,-0.65108,-0.3877,-1.7745,-0.55823,1.578,-2.3547,1.244,-0.60128,-0.003474,0.019664,1
0.31605,0.62682,0.010703,-0.20878,-0.18321,0.099831,-0.25914,-0.56865,-0.5109,-0.42073,-0.1065,-1.7714,0.67163,-1.1151,-0.0040816,-0.012886,1
-0.00070847,0.62934,0.22841,-0.17378,-0.37568,0.075504,-0.48162,-0.33697,-0.33002,-0.10981,0.94775,-2.5182,1.5445,-0.092265,-0.0042554,0.019914,1
0.15063,0.11944,-0.14236,0.12457,-0.26408,-0.28091,-0.15587,-0.11044,-1.2116,-0.17794,1.4528,-0.25735,-0.18459,-0.93391,-0.0041002,0.0020435,1
0.8783,-0.18213,0.32876,-0.095737,-0.18102,0.19446,-0.023666,-0.4199,-0.064806,-0.11274,-0.68874,-0.54976,-0.13653,-0.95153,-0.012163,-0.0030527,1
-0.25006,0.41571,-0.50282,-0.1489,-0.016304,0.091603,-0.086289,-0.48016,0.17472,-0.96502,-0.021541,-0.69708,-0.80067,-1.0743,-0.0042195,-0.00265,1
-0.15771,0.58284,-0.0040167,0.0054204,-0.079171,0.11615,-0.071578,-0.23733,-0.094818,-0.70637,0.93146,-1.4278,0.31165,-0.42672,-0.0043052,-0.013234,1
-0.11876,0.40655,-0.4519,0.017461,-0.1823,-0.2404,-0.25465,-0.52559,-0.36103,-0.55629,0.14423,-0.76299,-0.91621,-1.7074,0.0037707,-0.0098962,1
