0.380870,-0.031866,0.097613,0.138290,0.204480,0.118750,0.048357,-0.083273,0.570250,-1.076800,1.390000,1.101400,0.711360,1
-2.205700,-0.460200,-0.099835,-0.814360,0.604490,-0.090876,0.464440,-0.555000,-1.538500,-1.729800,2.184500,0.618110,0.363480,1
0.243520,-0.547290,-0.145880,0.382120,0.136980,0.027322,0.496950,0.057713,-0.048178,0.272170,1.046200,0.977960,0.361080,1
0.572500,-0.008173,0.121270,-0.031080,0.249350,0.203350,0.158310,0.027836,0.930090,-0.441600,1.296500,0.813990,0.051320,1
-1.463100,-0.866030,-0.192870,-0.599890,-0.739610,0.087846,0.168530,-0.046218,-0.711700,-0.214370,1.443800,0.351740,0.505230,1
-0.282280,0.123480,0.202100,0.147200,0.137140,0.328460,0.182030,-0.505020,0.405940,-0.624760,1.131600,0.948750,0.672890,1
-0.388020,-0.280660,0.176010,-0.133260,-0.102250,0.020054,0.470870,-0.141190,-0.443900,0.032825,0.745980,0.869280,0.563020,1
-0.915720,-0.484380,0.161970,-0.060857,-0.229620,-0.029003,0.294010,-0.367940,0.065731,-1.473200,1.896600,0.600290,0.308210,1
-0.365300,-0.078948,0.168920,0.693780,-0.221770,-0.174730,0.081447,-0.517470,-0.430030,-1.568000,1.875400,0.695960,0.279740,1
-0.367790,-0.427050,0.020751,-0.466810,0.079270,0.078757,0.218210,-0.106500,0.052867,-0.823420,1.064500,0.970170,0.564580,1
-1.412200,-0.647970,-0.150670,-0.846200,0.150220,-0.001985,0.332910,-0.202160,-0.878300,-0.956080,1.659400,0.715590,0.592060,1
-0.061677,-0.653980,-0.162490,0.067349,-0.077648,-0.168600,0.075454,-0.652880,-0.468520,-0.011762,1.489700,0.478250,-1.012800,1
-1.062000,0.048276,0.107440,0.484000,-0.530320,0.127790,0.267400,-0.682450,-1.153000,-0.256150,0.400150,0.781540,1.643600,1
0.765100,-0.179410,0.126140,0.233900,-0.154400,0.001216,-0.069682,-0.253890,0.708890,-0.700500,1.119600,0.954090,0.567060,1
-2.175700,-0.533580,0.075298,0.624990,-1.402900,-0.170590,0.584020,-0.502810,-1.116200,-1.455600,1.519700,0.616770,1.208200,1
-0.091169,0.030655,0.002898,0.095228,0.200000,0.016520,0.183750,-0.321400,-0.270640,-0.519400,1.476200,0.640370,0.151440,1
0.015908,-0.147420,-0.079935,-0.203520,0.211380,0.345180,-0.286820,-0.015460,-0.211290,-0.316290,1.066400,0.804810,0.443340,1
0.061984,-0.268430,0.034245,-0.286170,0.076270,0.531310,-0.360910,0.184750,0.400080,-0.327860,0.829090,1.068500,0.834070,1
-0.100010,-0.257990,0.014137,-0.293410,0.163320,0.346280,-0.146100,0.050916,0.195540,-0.482070,1.202700,0.929980,0.622840,1
-0.611320,0.295260,0.122990,0.004077,0.289300,0.362010,0.612550,0.203520,-0.763230,0.120490,-0.074202,1.031800,1.230900,1
-0.662460,0.070311,0.020342,-0.061848,0.288330,0.161000,0.490270,-0.118460,-0.088108,-0.783170,1.579000,0.821240,0.495420,1
-1.244400,0.165190,0.152930,0.108500,0.413680,0.143680,0.547580,-0.406590,-0.638560,-1.069500,1.788900,0.762970,0.510880,1
-1.052600,-0.321760,0.033939,0.613010,-0.564700,-0.128040,0.433070,-0.348550,-0.773170,-1.036000,1.557600,0.812940,0.856140,1
0.890520,-0.098919,0.066054,0.105120,-0.019928,0.115320,0.070624,0.054331,0.832400,-0.353260,1.049000,1.095600,0.568750,1
0.828340,-0.106370,0.121070,-0.249780,0.286540,0.039069,0.221540,0.287480,0.436170,0.405430,0.617890,0.878250,0.302090,1
-3.199200,-0.358320,-0.169780,-0.662220,0.393470,-0.162350,0.820090,-0.722630,-2.543500,-1.458000,2.334400,0.469290,0.284290,1
0.413420,-0.559840,-0.040077,-0.158610,-0.481540,-0.014078,0.028957,-0.122070,0.507010,-0.455050,1.054900,0.823650,-0.585540,1
0.575850,0.003789,0.069437,0.167690,-0.013714,0.072744,-0.049889,-0.536710,0.237370,-0.177160,0.826990,0.732610,0.139300,1
0.518450,-0.054512,-0.043904,-0.125960,0.291840,0.000911,-0.075939,0.033516,-0.419970,0.754460,1.218000,1.008600,0.402140,1
0.267740,-0.925540,-0.319240,0.177910,-0.183500,0.292990,0.302280,0.333500,0.897170,0.203050,0.999020,1.080200,0.669770,1
-0.222270,-0.556940,0.309520,0.139370,-0.343300,-0.145420,0.118590,-0.343000,0.173880,-1.195900,1.501500,0.809480,0.118920,1
-1.148300,-0.007311,0.046237,0.182750,-0.238080,0.107050,0.626150,-0.283760,-0.744450,-0.345040,1.245100,0.867580,0.927550,1
-1.282400,-0.047611,-0.001466,0.033529,0.211860,-0.080392,0.484440,-0.532810,-1.093700,-1.010300,2.016700,0.608090,0.360230,1
0.336920,0.052810,0.110380,0.133220,0.239030,0.017900,0.313950,-0.096619,-0.126380,-0.047541,1.171100,0.989230,0.483320,1
-0.470390,-0.110920,0.102720,-0.011465,0.121300,0.026113,0.403380,-0.206090,-0.333630,-0.585600,1.378700,0.800960,0.541950,1
0.727570,-0.185510,0.177480,0.044924,0.000224,0.083032,0.144260,0.117460,0.723610,-0.451300,0.839710,1.053800,0.574230,1
-1.548600,-0.400560,-0.044583,-0.511140,0.046082,0.033686,0.559300,-0.302580,-0.715640,-0.873390,1.691200,0.596460,0.405140,1
0.181410,-0.247120,0.372600,0.227360,0.005478,0.133520,-0.024978,-0.119060,1.085700,-1.723700,1.378100,1.079900,1.022200,1
-0.999990,-0.814350,0.177560,0.177610,0.547780,0.367950,-0.137490,0.444320,2.249500,-3.201600,0.690970,0.845610,0.503460,3
-1.153600,0.140530,-0.018584,0.069719,0.140420,0.123200,0.673140,-0.210040,-0.812520,-0.534180,1.456000,0.830950,0.677500,1
-1.183000,-0.277840,-0.081339,0.487300,0.481530,0.187460,0.640110,-0.309340,-0.391620,-1.036400,1.792200,0.711620,0.476530,1
-1.328100,0.118470,0.037562,0.027887,0.459540,0.080593,0.407710,-0.473740,-1.012500,-1.373900,1.690100,0.620060,0.432580,1
-0.671570,-0.208820,0.113250,-0.060178,-0.042715,0.058569,0.399470,-0.209850,-0.319210,-0.648480,1.174400,0.955610,0.828950,1
-0.405050,-0.982020,-0.145940,0.563020,0.392800,0.079391,0.488620,-0.161900,0.160940,-0.717680,1.353400,0.912100,0.402280,1
0.464730,-0.160650,0.007432,0.151530,-0.203110,0.100990,0.056377,-0.017550,0.664790,-0.827060,1.112600,1.018700,0.767770,1
0.162910,-0.053532,0.103410,-0.059860,0.041772,0.319370,0.283060,0.224130,0.797030,-0.624590,0.781800,1.165300,0.958850,1
-0.375250,-0.159980,-0.029497,0.173550,0.054327,0.062280,0.419620,-0.128530,-0.051877,-0.640170,1.568000,0.767530,0.467870,1
-0.887710,-0.269970,0.108320,0.603550,-0.750610,-0.168770,0.380000,-0.342240,-0.515060,-1.131200,1.628200,0.813230,0.915100,1
-3.502100,-0.561760,-0.254380,-0.879470,-0.021890,-0.043895,0.966660,-0.526000,-2.263500,-1.258700,1.980500,0.470530,0.459630,1
-0.489180,-0.207250,-0.030524,-0.127570,0.070837,-0.043561,0.349900,-0.185290,-0.557900,-0.595350,1.401300,0.880510,0.613840,1
0.013116,-0.089961,0.076629,0.096618,-0.047087,0.152410,0.252120,-0.033151,0.591740,-0.884840,1.357000,0.940380,0.725480,1
0.540440,0.046374,0.177090,0.048416,0.152810,0.247750,0.326230,0.110830,0.838880,-0.130310,0.938240,1.165200,0.703850,1
-2.174300,-0.197760,-0.057930,-0.361460,0.073216,0.076146,0.784680,-0.389530,-1.340100,-0.791690,1.693800,0.715360,0.618910,1
-0.165390,-0.078311,0.027858,0.083209,0.105440,0.033893,0.207930,-0.192580,-0.103290,-0.900950,1.428800,0.951040,0.648790,1
0.349870,-0.682730,0.031622,0.667040,0.340500,0.187100,0.392780,0.048119,1.006700,-0.620110,1.222300,0.993680,0.680040,1
-0.794330,-0.316860,0.049622,-0.087739,-0.258840,0.137320,0.365090,-0.131140,0.202340,-1.124100,1.409000,0.958080,0.839610,1
0.811250,-0.205900,0.071078,0.385430,0.428410,0.175270,0.373180,0.074216,0.673550,0.218080,0.927020,1.128400,0.276410,1
-0.050508,-0.142810,0.139140,0.106760,-0.180940,0.189260,0.289670,-0.024397,0.645670,-0.780880,1.128500,0.964170,0.856670,1
-0.006185,0.066300,0.184090,0.292190,0.189000,0.030517,0.285460,-0.230560,0.015153,-0.646000,1.533400,0.978480,0.663560,1
1.274100,-0.076481,0.092462,0.103810,0.065630,0.061862,0.028277,0.102140,0.713240,0.003190,0.745300,1.160700,0.539900,1
0.103080,-0.962030,0.153590,-0.811130,-0.137320,0.233520,-0.201430,0.277830,1.694300,-2.091400,0.861280,1.253500,0.709080,1
-0.020001,-0.677370,-0.202490,0.257550,0.606910,0.215370,0.688850,0.195910,0.113300,0.367950,1.047500,0.947000,0.520610,1
-2.503500,-0.717500,-0.250510,-0.640660,-0.541240,-0.027750,0.685650,-0.290370,-1.526100,-0.636750,1.844400,0.175510,0.501810,1
-1.151600,-0.841510,0.049148,0.429790,-0.504450,-0.298960,0.301920,-0.729880,-0.604460,-1.323100,1.493400,0.719440,0.699870,1
-0.978210,-0.175800,-0.035054,-0.039371,-0.117130,-0.015196,0.504240,-0.246540,-0.869430,-0.523510,1.327700,0.832600,0.747220,1
-0.487150,-0.168070,0.091873,-0.149310,0.031256,0.215020,0.390770,-0.003476,0.448210,-1.008100,1.264000,0.859620,0.676180,1
-1.011300,0.127880,0.046426,0.091750,0.108110,0.031809,0.846010,-0.194870,-1.058000,0.255210,1.460900,0.841210,0.454800,1
0.213770,-0.310430,0.038647,0.574420,0.254460,0.137620,0.284430,-0.202360,0.723510,-0.634210,1.626400,0.908550,0.415800,1
-1.242800,-0.372070,-0.186570,-0.523810,0.024587,0.132540,0.312640,-0.145930,-0.899970,-0.522730,1.433900,0.734070,0.641460,1
0.029503,-0.374340,0.070327,0.383680,-0.296730,-0.129400,0.178560,-0.172890,-0.133420,-0.702440,1.137700,0.881540,1.060100,1
-0.792080,-0.881830,0.058386,0.387050,0.092204,0.344930,0.589610,0.161610,1.106200,-1.404800,1.333100,0.848870,0.639640,1
-2.064900,0.278050,0.087557,-0.082010,0.834330,-0.055759,0.864620,-0.595700,-1.945100,-0.697270,2.238300,0.470410,-0.083986,1
0.871430,0.000723,0.122520,0.183730,0.127350,0.053296,0.080890,-0.039406,0.351090,-0.152140,0.865840,1.110100,0.782310,1
0.086521,-0.633120,0.169460,0.529140,0.272360,0.153560,-0.002669,-0.181770,1.171200,-2.048900,1.569500,1.028500,0.703640,1
-0.989140,-0.958160,-0.028318,-0.023931,-0.104680,0.000362,0.309510,-0.150750,0.059060,-1.620400,1.470100,0.873530,0.667840,1
-1.775500,0.358040,0.077023,0.007307,-0.323430,-0.559690,0.097141,0.785920,0.699840,-1.875900,-0.792800,0.518980,1.348300,3
-4.801200,-1.097300,2.424300,-1.837100,2.605700,0.067668,1.992700,-0.224960,-0.869000,-1.419200,3.079000,0.237660,0.025405,4
0.844560,-0.208190,-0.025298,0.274140,0.214700,0.179290,0.292780,0.216880,0.644980,0.066249,0.618190,1.163000,0.657440,1
-0.894280,-0.267770,0.070370,-0.390580,0.459440,-0.010615,0.310620,-0.255320,-0.643210,-1.230300,1.472900,0.890150,0.412550,1
-0.056669,-0.173620,0.060592,0.013863,-0.069535,-0.000526,0.419450,0.003335,-0.075264,-0.183130,1.281200,1.005700,0.669830,1
-2.107600,-0.776790,-0.275770,-0.435230,-0.021870,-0.125520,0.915940,-0.258460,-1.730700,-0.219360,1.581200,0.670120,0.475850,1
-2.276100,0.057370,-0.084216,0.017749,-0.072595,0.133460,0.953360,-0.367570,-1.106900,-0.895870,2.105600,0.646380,0.558280,1
-1.287200,-0.633170,-0.254010,-0.507490,-0.671920,0.091225,0.463600,0.030171,-0.745810,0.022693,1.131000,0.808750,0.866760,1
-0.364400,-0.549320,-0.152100,0.880870,-0.040840,0.321680,0.810920,0.063988,0.382260,0.272080,0.869860,1.113000,0.905300,1
0.122670,-0.527560,0.007313,0.278870,-0.515410,0.138920,0.137400,0.024725,1.138200,-1.182700,1.317300,1.033300,0.944610,1
1.091600,-0.213590,0.172950,0.088566,0.006390,0.093575,-0.041246,0.116020,1.191900,-0.725810,1.043200,1.137900,0.651790,1
-1.389600,-2.059200,-0.504640,0.521900,0.694170,0.084386,0.993800,0.083054,-0.551480,-0.209330,1.056600,0.849030,0.443270,1
-0.168760,-0.140410,0.115090,0.064773,-0.022261,0.085407,0.336690,-0.025580,0.182850,-0.760550,1.269800,0.910100,0.593590,1
-0.628670,-0.976860,-0.273920,0.183550,0.078442,0.103880,0.677100,0.101370,-0.013329,-0.177170,1.204200,0.964730,0.603990,1
0.057414,-0.041609,0.160370,-0.124900,0.379560,0.170920,0.322320,0.020800,0.428180,-0.654430,1.303500,0.950080,0.531740,1
-2.174000,-0.133640,0.047777,0.412950,-0.252000,-0.229720,0.631350,-0.595610,-1.934100,-1.486500,2.065500,0.529760,0.581450,1
-2.201400,-0.555520,-0.058746,0.120760,-0.541120,-0.556130,0.678950,-0.654160,-2.499100,-0.937550,2.090000,0.542690,0.481580,1
-0.304260,-0.745220,-0.265990,0.349920,0.521830,0.064504,0.566750,0.004907,-0.514730,-0.097694,1.003000,0.898530,0.335070,1
-0.350000,-0.096645,0.044992,-0.085215,0.047815,0.179150,0.447450,-0.023563,0.270060,-0.598850,1.441300,0.717310,0.363100,1
-0.435730,0.018727,0.095854,0.090080,0.050273,0.232630,0.423350,-0.048411,0.366810,-0.906650,1.400900,0.968090,0.768250,1
0.755810,-0.101890,0.157920,0.317290,-0.153260,-0.066597,-0.084209,-0.472750,0.614320,-0.563560,1.079800,0.983470,0.768030,1
-0.939150,-1.299100,-0.137560,-1.022500,-0.885830,0.264510,-0.068893,0.280410,1.024400,-1.466600,1.031100,1.096100,1.070100,1
-0.533880,-0.977370,-0.134090,0.926060,0.515970,0.062087,0.575740,-0.182430,-0.122930,-0.798310,1.400300,0.844610,0.396900,1
-1.214400,-1.132800,-0.159180,0.015306,0.187460,-0.033737,0.442710,-0.218180,-0.437570,-1.332100,1.453900,0.796320,0.536940,1
0.200350,0.206530,0.045097,-0.035129,0.335650,0.201160,0.338980,0.165260,-0.416400,0.219030,0.113480,0.836360,0.090349,1
0.663890,0.062870,0.189790,-0.001576,0.229560,0.214990,0.420700,0.206680,0.689870,0.264120,0.843540,1.173700,0.577210,1
-0.184740,-0.007007,-0.000713,0.101190,-0.146180,0.131900,0.423700,0.101190,-0.429050,-0.106680,0.506020,0.821460,1.071800,1
-0.499410,-0.297190,-0.057948,-0.069404,-0.211500,-0.052367,0.361540,-0.116910,-0.347860,-0.712750,1.391000,0.413520,0.541870,1
