-2.161,0.29537,-0.22365,-0.19347,-0.38126,-0.59804,-0.048092,-0.13166,-0.35786,0.93842,0.25461,0.15943,0.59678,-0.073179,-0.2327,0.83347,0.0011161,2.006e-05,-0.00043722,6.7697e-05,1
-0.45891,0.38413,-0.25324,0.39756,-0.22901,-0.26613,-0.64481,0.36916,-1.1611,-0.68808,0.00027538,0.51786,-0.33937,-0.50528,0.8142,0.63667,0.0014765,0.00054969,-0.00045495,2.135e-05,1
4.694,-3.1136,0.54502,0.2033,0.45897,0.087641,-3.6639,0.034758,2.2396,1.7194,-1.9555,3.9383,-1.2192,1.4717,-2.6899,-0.17941,0.00080312,0.0053534,-0.0018348,0.0019184,3
-0.2663,-0.19821,0.27416,0.095638,0.55176,0.35265,0.46267,0.94801,0.65733,-1.3687,1.0894,1.1953,-0.06982,1.4066,-0.85783,-0.19283,0.0012889,0.0015592,-0.0012958,0.00037635,1
-0.13361,0.018951,-0.28295,0.56062,0.44796,-0.14121,-1.0995,0.84149,0.61089,-1.0294,0.18784,-0.49405,-0.8878,1.9741,0.40505,0.4352,0.00075802,0.0016126,-0.0012173,0.00013533,1
-0.47675,-0.27219,0.19316,0.17475,0.77592,0.13838,0.2728,1.173,1.4574,-0.32361,1.2743,-3.0641,-1.0179,3.5681,0.83384,1.1006,0.0033731,0.0013121,-0.00066499,-0.00012722,1
-0.015311,-0.52451,0.088077,0.045859,0.67251,0.21855,0.069113,0.18988,0.69543,-1.9334,0.56292,1.3614,0.87408,2.3414,0.16415,0.24297,0.00091579,0.0027769,-0.0011518,0.00035365,1
0.12358,-0.085524,0.1972,0.30731,0.83994,0.69138,0.47664,0.56068,0.99981,-1.2108,1.4858,0.38038,1.2043,3.1674,-0.54463,-0.1193,3.1564e-05,0.0018804,-0.00069535,-0.00049969,1
0.095504,-0.39966,0.25279,0.16184,0.70773,0.72845,0.49291,1.3142,0.52001,-0.77616,1.0526,-0.051432,-1.3579,0.61889,0.89928,0.51572,0.0029476,0.0019948,-0.0010724,0.0002191,1
-0.69911,0.15119,-0.15387,0.25488,0.10069,-0.52712,-0.56782,0.43397,-0.20387,-1.599,-0.25286,1.251,0.16146,1.1637,0.45864,0.080975,0.00097238,0.0019144,-0.00064721,0.00022781,1
0.665,-0.43094,0.00099863,0.13424,0.6053,0.87423,-0.21093,-0.83914,0.28171,0.39328,-1.3435,0.46174,1.0851,-0.20577,1.2605,-0.031122,-0.0020127,0.0010169,-7.3261e-05,9.5265e-05,1
-0.52866,-0.4139,0.093046,0.030658,0.68761,0.17337,-0.5142,-0.22183,1.12,1.4889,-1.963,-2.3889,-1.3827,2.7582,0.54778,0.7371,-0.0013853,0.00022968,-0.00061414,-0.00014405,1
0.20986,-0.35627,0.11217,0.12549,0.66419,0.17912,0.21879,-0.029957,0.20402,-1.5248,-0.11203,0.90669,-0.68039,1.3267,1.613,0.46681,0.00078874,0.0019782,-0.00095781,0.00025911,1
-0.17414,-0.19437,0.20589,0.18971,0.7753,0.38871,0.12091,0.33212,0.90331,-0.90697,1.0577,-0.58118,0.3429,3.4168,-0.29601,0.061485,-0.00038619,0.0019143,-0.00056796,-0.00051891,1
-0.69934,-0.19282,0.12734,0.054494,0.37509,0.17323,0.17116,0.99897,0.52956,0.15627,1.2626,-1.3965,-0.45455,1.071,0.77832,0.34321,0.0028623,0.0011562,-0.00074349,0.00035559,1
-0.2698,-0.78487,0.10738,-0.060323,0.2086,0.54607,-0.69759,-0.023838,0.23034,1.308,-0.65295,-1.3079,0.90794,-0.24265,1.159,0.891,0.00018068,0.0014526,-0.00080202,0.00030113,1
-0.29545,-0.58453,0.12951,-0.0549,0.34875,0.28946,-0.40688,0.0080523,0.39166,-0.075279,1.5295,1.1933,0.77616,-0.0074191,0.34616,-0.42758,0.00024087,0.0016148,-0.0011672,0.00010387,1
0.36509,-0.21897,-0.00056129,0.14311,0.34604,0.35037,-0.029436,-0.58166,-0.45954,-0.50056,-0.31929,1.0428,0.67814,1.5741,-0.46969,-0.45572,-0.0022159,0.00095636,-0.00024645,-0.00017713,1
-0.19818,-0.38859,0.13132,-0.016164,0.60393,0.014871,-0.26965,-0.39411,0.54437,-0.97064,-1.0062,1.3042,0.37396,2.7977,-0.32925,-0.088662,-0.0020133,0.0015886,-0.000612,-0.00041728,1
-0.27779,-0.46144,0.041559,0.013033,0.60557,0.40984,-0.5123,-0.74446,1.1256,0.47511,-1.6092,1.1879,1.6666,1.9248,-1.2404,-0.71281,-0.0022254,0.003409,-0.0012421,0.0010656,1
-0.47526,-0.40621,0.080143,0.00066764,0.49208,0.032154,-0.083424,0.036262,0.66991,-1.2499,0.62845,1.0685,1.1959,1.6003,0.32111,-0.11314,-0.00016972,0.0021639,-0.00073046,0.00016746,1
-0.65549,-0.17994,0.12288,0.084902,0.55357,-0.00053818,0.23189,0.88551,0.89436,-0.43396,0.62518,-1.945,-0.68058,2.5719,0.43137,0.43991,0.0025685,0.0012454,-0.00073512,-0.00026235,1
7.918,-3.933,0.90321,0.24564,-0.031683,0.52111,-1.9666,-0.71734,1.4673,1.887,-2.6151,1.1815,3.689,0.82324,-1.476,0.13955,0.0015283,0.0028111,-0.0026873,0.0026927,3
-0.41376,-0.58052,0.08757,-0.026399,0.35758,0.31018,-0.49907,-0.24583,0.41605,0.12216,1.2359,0.34719,1.0096,-0.16795,0.7108,-0.4854,1.2915e-05,0.0010398,-0.00072984,-0.00010694,1
-1.1642,-0.16017,0.026764,-0.12658,0.31552,-0.39943,-0.18768,-0.033993,0.44252,-0.29385,0.14015,0.19021,-0.56153,0.82971,0.4777,-0.51771,-9.6664e-06,0.0021092,-0.00056156,-1.5706e-05,1
-0.28299,0.058735,0.018364,0.15395,0.56441,-0.12203,0.57106,-0.061779,0.57066,-2.1892,-0.38887,1.2936,1.2075,1.4641,0.040432,-1.3307,-0.00023128,0.0017314,-0.00092144,0.00025428,1
0.11928,-0.15876,0.015987,0.13958,0.45472,0.11873,0.27793,-0.32206,-0.24946,-1.4954,-0.29316,1.0458,0.24559,0.82344,1.2885,-0.092281,-0.00050815,0.00083237,-0.00077007,-3.6744e-05,1
-0.1425,-0.58619,0.12051,0.03281,0.58417,0.63267,-0.7736,-0.68791,0.64599,1.6329,1.027,0.68078,-0.17821,0.058806,0.97201,-0.18075,-0.0012814,0.0005814,-0.00060481,2.41e-07,1
-0.70655,-0.010167,0.090528,0.071727,0.24377,-0.22353,0.2347,0.46656,0.12381,-0.24007,0.22034,-1.4295,-0.41466,0.67197,1.3341,-0.17795,0.0012062,0.0004206,-0.00050164,0.00012202,1
-0.84883,-0.085998,0.10056,-0.037565,0.31324,-0.42373,0.090191,0.034517,0.14193,-0.70325,-0.51559,0.30218,-0.88617,0.038463,1.7581,-0.33576,9.2995e-05,0.00088055,-0.00066636,8.0479e-05,1
-0.076339,-0.30088,0.18402,0.12346,0.77235,-0.072676,0.18225,-0.033965,0.56882,-1.4364,-0.84231,-0.41923,-1.1952,1.3447,3.0962,0.72113,0.001588,0.001869,-0.0011222,-0.0002292,1
-0.84034,-0.17268,0.08843,-0.07017,0.43319,-0.30989,-0.25662,-0.14155,0.31314,0.13166,0.21168,-0.26594,-1.8155,1.1727,0.84795,-0.31966,0.0001534,0.00057582,-0.00062506,-9.2828e-05,1
-0.47798,-0.072467,0.092392,0.036942,0.40025,-0.086397,0.081462,-0.29031,0.031221,-0.23069,-0.99973,0.82511,-0.93044,-0.50859,1.8505,-0.46277,-9.9031e-06,0.0019248,-0.0008097,0.00016905,1
-0.80446,-0.097863,0.065205,-0.014744,0.51561,-0.32846,-0.013478,-0.29506,0.45362,-0.62431,-0.34794,0.79956,-1.1714,0.79968,1.2067,-0.50254,9.2686e-06,0.0024146,-0.0011529,0.00039652,1
-1.087,-0.16573,0.04571,-0.10266,0.38388,-0.44512,-0.31451,-0.22624,0.4565,0.20036,-0.89743,-0.98296,-1.239,1.5427,1.1815,0.17819,0.00049837,0.0023661,-0.00079752,7.1296e-05,1
-0.82387,-0.20413,0.096609,-0.052375,0.25823,-0.25593,-0.10861,-0.047334,0.23612,-0.18714,0.11487,0.39528,-0.27891,-0.63822,1.4295,-0.76578,0.00017276,0.00070448,-0.00059405,0.00024893,1
-0.82863,-0.25518,0.10916,-0.079115,0.25944,-0.21884,-0.17189,-0.035088,0.16776,-0.10961,0.14493,0.57668,-0.5373,-0.71898,1.4998,-0.5747,-7.6142e-05,0.00026681,-0.00068942,0.00010293,1
-0.46452,-0.32197,0.10517,0.00034855,0.16105,-0.025704,-0.052877,0.020626,-0.12773,-0.43114,0.19696,0.41156,0.65636,-1.1485,2.1285,-0.17443,0.0006246,0.00046322,-0.00065822,6.2927e-05,1
