1.9315,-0.074616,0.35884,0.077899,-0.083845,-0.14766,0.053684,0.54373,0.18147,0.86857,-0.12437,-0.073585,-1.0423,-0.75582,-0.0097205,-0.0057615,1
1.1581,-0.93379,0.77693,-0.11768,0.21098,0.43239,0.36199,-0.016395,0.045036,0.79223,0.042729,0.46854,-0.97841,0.90007,-0.0029405,-0.0067033,1
-5.0773,2.8917,-0.43339,-0.61758,-0.39928,1.2443,-1.2019,0.2202,-0.40942,2.3436,-0.5776,-0.1491,-0.25839,-0.95991,-0.063213,-0.073589,3
-0.14826,0.9298,-1.0378,2.0897,0.11094,-0.070937,0.2844,0.040472,2.6934,-0.086965,0.69171,-0.96107,-0.14763,-0.72159,-0.017562,-0.023276,1
-0.22779,0.45133,-0.61771,1.4563,-0.30059,0.24216,0.089569,-0.29035,1.9948,0.052268,0.98948,-1.3273,-0.24202,0.13885,0.013394,-0.007659,1
-0.66452,1.0253,0.98031,1.2077,0.30293,0.20278,-0.29425,-0.84292,1.6211,-1.7876,0.41139,-2.8883,-0.078747,-0.56082,-0.020434,0.0052501,1
-0.012004,0.76893,0.57171,0.77955,0.22028,0.074016,-0.091814,-0.66239,0.70373,0.027711,0.83503,-2.2461,-0.53863,0.18504,-0.020699,-0.015599,1
-0.56139,0.797,1.0387,0.53832,0.4049,0.23397,-0.40371,-0.70912,0.26508,-0.99821,0.75979,-2.9245,0.25711,-1.137,0.0075252,0.005424,1
0.14257,0.070132,0.29263,0.44982,0.28949,0.18682,0.091044,-0.28667,0.96206,-1.4003,-0.34449,-0.57263,-0.42214,0.87848,-0.01987,-0.0074897,1
0.82908,-0.027006,0.03918,0.26534,-0.035588,0.15454,-0.089212,-0.27269,0.28417,0.78038,0.34897,-0.84894,-0.46807,0.74122,-0.003504,-0.013016,1
-0.070285,0.21839,0.20567,0.37661,0.08505,0.0082309,0.0059366,-0.44682,0.22583,-0.038017,1.0372,-0.57415,-0.2598,1.6146,-0.0037309,0.002437,1
-0.38071,0.55661,0.37902,0.25081,-0.014575,0.11694,-0.10766,-0.47157,0.2176,-1.0089,0.87909,-1.4965,0.13051,0.21551,-0.02117,-0.0076793,1
0.10507,0.14498,0.5972,0.60826,0.31342,0.17919,0.17999,-0.51041,0.54089,-0.17062,0.49981,-0.88149,-0.74195,2.0948,0.011724,-0.0074419,1
-0.42218,0.69185,0.68732,0.53206,0.2451,0.16085,-0.25078,-0.52671,0.11035,-0.95142,0.88911,-2.6612,0.37318,-0.95595,-0.022919,0.0057083,1
0.4786,0.21023,0.21013,0.27235,0.052656,0.024997,0.0036394,-0.12397,0.41128,-1.1703,-0.21332,-1.2693,0.10792,-0.071729,-0.02004,-0.0093367,1
0.60112,0.20215,0.18791,0.048125,-0.055866,0.0021364,0.061253,-0.059504,0.033819,-0.31669,0.50391,-0.98423,-0.6558,0.38217,-0.019564,0.00070821,1
0.79921,0.24051,0.34206,-0.018035,0.11154,0.0059053,-0.048295,-0.29445,0.03349,0.10424,-0.20178,-1.041,0.13582,0.15851,-0.0049474,-0.0073197,1
-0.18052,0.50033,-0.0035391,-0.01496,-0.035844,0.040296,-0.14995,-0.48486,-0.13162,0.19087,1.3003,-0.61987,0.29774,-0.18604,0.01003,-0.0073406,1
-0.12347,0.65073,0.47455,0.27163,0.17133,0.083024,-0.23099,-0.64282,-0.15321,0.31792,0.9873,-1.7954,-0.069881,0.1121,0.0082749,-0.0096867,1
-0.11676,0.88804,0.44689,0.32453,0.11744,0.050387,-0.24806,-0.70011,0.23822,0.46505,1.0877,-1.976,0.46894,-0.88153,0.0096866,-0.015591,1
0.51056,0.55846,0.48326,0.47301,0.1601,0.010073,-0.082505,-0.45832,0.32381,0.18636,0.47954,-2.0562,-0.17687,0.20034,-0.0042943,-0.0075192,1
-0.0035152,0.46446,0.76012,0.26434,0.20145,0.15689,-0.14154,-0.51293,0.43085,-1.2774,0.15353,-2.0171,0.22813,-0.34481,-0.020778,-0.0097167,1
-8.3243,4.439,-4.3881,2.8011,-1.2276,0.3687,1.2657,-0.80405,0.69015,1.2447,2.734,-1.7941,-0.25888,-1.8048,0.053073,-0.13522,3
0.77726,0.4436,-0.37355,0.86824,-0.076797,-0.12484,0.22808,0.12306,1.0278,0.29936,0.48775,-1.0053,0.25069,0.35263,-0.00042777,-0.0071047,1
0.9311,0.33597,-0.53508,0.83871,-0.10071,-0.1613,0.2371,0.20608,1.1015,0.37303,0.24441,-0.52456,0.38657,0.6916,0.00017747,0.0017596,1
0.23809,0.53431,0.094849,0.72371,0.16045,-0.021264,-0.065169,-0.55063,0.58071,0.28968,0.65389,-1.4422,0.81821,0.76382,-0.002586,-0.0074722,1
0.34005,0.16177,0.038523,0.31106,0.061335,0.011537,0.034789,-0.28442,0.18221,0.13835,0.80974,-0.50236,-0.29641,1.8033,-0.0026041,0.0006871,1
0.42586,0.38616,-0.071158,0.55857,0.0077097,-0.017707,0.056554,-0.15021,0.78639,-0.058816,0.31741,-0.65634,0.098177,0.78036,-0.0025308,-0.0073455,1
0.55467,0.19024,-0.30391,0.61755,-0.011419,-0.030625,0.2027,0.056762,0.81509,-0.48943,0.21682,-0.62744,0.41082,0.99779,-0.00091241,-0.009063,1
1.0995,-0.12511,0.058084,0.018521,0.090031,-0.036195,-0.052216,-0.19151,0.092888,0.07961,-0.40414,0.0019148,0.10421,2.3577,-0.0016611,0.0017901,1
0.33383,-0.1845,0.60179,0.095574,0.24344,0.16223,0.085182,-0.27807,-0.40128,-0.68911,0.15781,-1.0591,-0.68153,3.4838,-0.020113,-0.015122,1
0.70895,0.020607,0.060268,-0.22292,-0.031123,-0.022284,-0.12363,-0.20643,-0.16965,-0.33205,-0.22172,-0.16919,0.56464,1.1106,-0.0037324,-0.013014,1
0.97012,-0.24353,0.035233,-0.11122,0.10224,-0.013225,-0.094375,-0.24915,-0.056946,0.074029,-0.33194,0.52054,0.092798,2.7929,-0.017569,-0.0069596,1
0.88858,0.0051206,0.15828,-0.019102,0.080771,-0.014348,-0.1011,-0.29954,0.026483,0.059351,-0.20322,-0.24706,0.29271,1.966,-0.002337,-0.0061468,1
0.70335,0.15674,0.087493,0.17743,-0.025643,-0.043943,0.012791,-0.15239,0.18471,-0.13922,0.27763,-0.72003,0.11574,1.2478,-0.0020539,-0.0071112,1
1.2076,-0.033883,-0.10809,0.12437,0.033025,-0.085252,-0.0012495,-0.10072,0.32084,0.21724,-0.48047,-0.0094726,0.46773,1.8309,0.014641,-0.010881,1
1.2578,-0.076222,-0.17637,0.17003,0.027804,-0.088247,0.038588,-0.015216,0.40149,0.25802,-0.49695,0.16787,0.24756,1.9429,-0.0008515,-0.0059531,1
1.2357,-0.13557,0.076918,0.10728,0.081933,-0.04618,0.05247,-0.046234,0.10127,0.2354,-0.27297,-0.21663,-0.24298,2.2151,-0.017071,-0.0098381,1
0.72217,0.17898,0.2324,-0.10557,-0.022856,-0.01054,-0.059015,-0.20804,-0.086389,-0.47078,-0.12399,-1.0242,0.69854,0.51644,-0.0034162,-0.0072317,1
1.0801,-0.2823,0.14251,-0.04054,0.15149,0.012245,-0.027577,-0.18892,0.061481,0.12876,-0.44556,0.48455,-0.24663,2.7828,-0.017598,-0.0059786,1
1.109,-0.1236,0.12568,0.041029,0.11998,-0.019588,-0.0043789,-0.18208,0.21177,0.05717,-0.54021,0.0053355,0.12995,2.0117,-0.0019426,-0.0070369,1
-10.679,5.435,-0.81157,-0.54313,-1.1137,1.5751,0.54946,-2.1127,-1.0909,0.28418,-4.4178,0.23413,-0.18539,-0.022621,0.13924,-0.093268,3
1.263,0.13225,0.15178,0.01572,0.019633,-0.088642,0.019004,0.045497,-0.037393,0.58005,0.11049,-0.86313,-0.2513,-0.094327,-0.0031738,-0.022573,1
1.0255,-0.14209,-0.1967,-0.21768,-0.0014493,-0.0085338,0.030951,0.17662,0.33062,-0.42719,-0.5286,0.60002,0.53333,-0.5022,-0.0028611,-0.020569,1
0.26592,0.45074,0.061,0.24955,0.1805,0.0149,-0.061493,-0.40505,-0.0039461,0.51989,0.9007,-1.2903,0.27696,-1.1025,-0.021557,-0.015102,1
1.1045,-0.061238,0.14793,-0.16777,0.03194,-0.026874,0.06424,0.030132,-0.17876,-0.13043,-0.35405,-0.59657,0.36865,0.30197,-0.0036422,-0.0050368,1
0.8676,-0.29061,-0.31672,0.026529,-0.17759,0.18375,-0.11276,0.039183,0.4924,0.67027,0.51919,0.33793,-0.31642,0.20877,-0.017201,-0.006874,1
